quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
4,2.352517461742255,-0.6500876910994983,-0.4277107170554841,0.8804562788649389,-2.1286317858706076,1.793757471890728,2.7088498812727746,0.009257021262676628,1.132047064754347,-0.3974969384589874,2.469115963881676
0,2.003100308423113,0.17981842657583616,-4.422848629194137,1.4497385336764252,-2.2164073967529943,1.6118350370338217,2.6399141053352406,0.008563230660487814,1.2925329813054163,-0.5942072327050416,2.3713646083888715
3,2.1296592578404536,-0.4588658848352796,-2.0249533563957662,0.5944312076207876,-2.4769384801388235,3.637901899349069,3.828902232033764,0.007015334893904929,1.2214197179296566,-0.10314075891951337,2.469115963881676
5,2.068380594320411,-1.016111067156366,-0.7507762933965816,1.284261635554739,-2.4079456086518722,2.7088498812727746,3.611242184386784,0.009257021262676628,1.2125360349864238,-0.13696585507315742,2.550382231746912
1,1.8736466287002391,-0.38272562113867487,-4.422848629194137,1.4614018336066958,-2.6736487743848776,2.398985587280361,2.9963320936259588,0.0068564407964863934,1.2418464567540175,-0.5586162876023391,2.469115963881676
0,2.003100308423113,0.17981842657583616,-4.422848629194137,1.4497385336764252,-2.2164073967529943,1.6118350370338217,2.6399141053352406,0.008563230660487814,1.2925329813054163,-0.5942072327050416,2.3713646083888715
0,1.9617834982116034,-0.11991029667255755,-2.7806208939370456,1.7425692250372833,-2.3644604967121343,1.1026043099376472,2.6399141053352406,0.01002953563717831,1.2272986296294326,-0.6311117896404926,2.3235634993792376
5,2.068380594320411,-0.5942072327050416,-1.0441241033840398,0.9210792486059522,-2.430418464503931,2.0809404178035718,2.833918977391387,0.0043405660984199915,1.1668937960845154,-0.3119747650208255,2.5735278414415284
1,2.016501741905962,0.11955923505763925,-2.1892564076870427,1.1352656063161453,-2.3227878003115654,1.6118350370338217,2.485906150121084,0.007769737264360694,1.2675108251299236,-0.491022996469811,2.4169846333025418
0,1.9617834982116034,-0.11991029667255755,-2.7806208939370456,1.7425692250372833,-2.3644604967121343,1.1026043099376472,2.6399141053352406,0.01002953563717831,1.2272986296294326,-0.6311117896404926,2.3235634993792376
4,2.352517461742255,-1.3783261914707137,-0.7298111649315367,0.7476353658440151,-2.551046452292545,1.793757471890728,3.1785537053895965,0.009752291442678302,1.1512047387872804,-0.09211528890780563,2.398985587280361
0,1.903896969164905,-0.25877072895736086,-3.4420193761824103,0.5944312076207876,-2.4079456086518722,1.793757471890728,2.485906150121084,0.007968169649176881,1.27032218486747,-0.44316697529217586,2.2987778546510915
1,1.8736466287002391,-0.38272562113867487,-4.422848629194137,1.4614018336066958,-2.6736487743848776,2.398985587280361,2.9963320936259588,0.0068564407964863934,1.2418464567540175,-0.5586162876023391,2.469115963881676
2,2.0427775573082445,-0.5586162876023391,-1.5511690043101245,0.6991292522374928,-2.4418471603275536,2.198557022569998,3.6638692911097688,0.01064316009847976,1.2504746379773557,-0.4588658848352796,2.231303890989082
3,1.8888861799587777,-0.3051673867928005,-2.282782465697866,1.7069275337113574,-2.0479428746204658,2.198557022569998,2.833918977391387,0.008513655765204742,1.2125360349864238,-0.6891551592904078,2.3806566284142012
1,2.016501741905962,-0.26526847761488087,-4.422848629194137,0.6481498146292095,-2.3434070875143007,1.793757471890728,2.485906150121084,0.008682200382833955,1.2095571826198366,-0.6891551592904078,2.2733622343171422
4,2.0809404178035718,-0.507497833673316,-1.7602608021686839,0.5944312076207876,-2.563949857128453,1.1026043099376472,2.7733384411303272,0.008166562666393401,1.233143181625716,-0.07042246429654582,2.352517461742255
2,2.0933444468488274,-0.3974969384589874,-1.4610179073158271,0.7938970836600885,-2.513306124309698,2.198557022569998,3.136015819001047,0.00876150566857267,1.1975522365230131,0.1922718876471227,2.3333082656368864
1,2.016501741905962,-0.26526847761488087,-4.422848629194137,0.6481498146292095,-2.3434070875143007,1.793757471890728,2.485906150121084,0.008682200382833955,1.2095571826198366,-0.6891551592904078,2.2733622343171422
3,2.3137228374045016,-1.2658482080440234,-0.5942072327050416,0.8381129508101309,-2.563949857128453,1.947622967058988,3.2585579700069056,0.007283411446258746,1.157509929915595,-0.6124892775424908,2.526688183802955
2,1.9757463053410709,-0.4124897230451288,-3.4420193761824103,0.8381129508101309,-2.24431618487007,1.6118350370338217,3.4343742263567125,0.01123663192598755,1.303456082810886,-0.20825493882045903,2.2733622343171422
2,1.947622967058988,-0.4588658848352796,-1.6502599069543555,0.4134332777573413,-2.6036901857779675,1.947622967058988,3.912262976632753,0.007074913671961764,1.1288181307251755,-0.491022996469811,2.231303890989082
1,2.209592226144881,-0.25231492861448956,-2.9565115604007097,0.4774756440844366,-2.4079456086518722,1.389289870099689,2.6399141053352406,0.009950330853168092,1.1945283454979363,-0.5942072327050416,2.2733622343171422
5,2.068380594320411,-0.5942072327050416,-1.0441241033840398,0.9210792486059522,-2.430418464503931,2.0809404178035718,2.833918977391387,0.0043405660984199915,1.1668937960845154,-0.3119747650208255,2.5735278414415284
3,2.105596499156687,0.011928570865273812,-2.282782465697866,0.8381129508101309,-2.563949857128453,1.947622967058988,3.611242184386784,0.008811068278549961,1.2035727243045962,-0.5762534290884459,2.198557022569998
4,2.1647013856306594,-1.0729445419195318,-0.9364934391916745,1.1975522365230131,-2.5902671654458267,2.303784373569528,2.945070358751763,0.006657787664066504,1.1975522365230131,-0.2984060358147566,2.485906150121084
3,2.198557022569998,-0.6124892775424908,-0.6891551592904078,0.6481498146292095,-1.698269126140716,1.793757471890728,3.2193557097050514,0.009455158770755197,1.188452992667899,-0.4748151862429576,2.2419854708651163
1,2.016501741905962,-0.3609698682216131,-2.501036031717884,0.9210792486059522,-2.6592600369327797,1.6118350370338217,2.198557022569998,0.008285579586772618,1.2214197179296566,-0.5762534290884459,2.3898631011011062
3,2.176114428940097,-1.1647520911726548,-0.9364934391916745,0.8381129508101309,-2.631089159966082,2.945070358751763,4.276832771795376,0.0074025335167413105,1.22436349397367,-0.3119747650208255,2.469115963881676
3,2.068380594320411,0.050693114315518165,-2.7806208939370456,0.7938970836600885,-2.3434070875143007,2.565872008611105,3.367709537501166,0.007868958378695197,1.173101140658849,-0.5762534290884459,2.293746144326841
4,2.4433899695850667,-0.5942072327050416,-0.32573014008931084,1.484328101391256,-1.995100393246085,1.793757471890728,2.7088498812727746,0.010346292054144267,1.1059188638505477,-0.17197526473981037,2.469115963881676
3,2.209592226144881,-0.8867319296326106,-0.5412848312506993,1.5286616024068125,-2.385966701933097,1.793757471890728,2.9963320936259588,0.00848390964831003,1.1914952828148233,-0.5412848312506993,2.526688183802955
4,2.209592226144881,-0.9888614247089905,-0.9113031903631159,0.5944312076207876,-2.631089159966082,3.045093703091715,4.007551343252461,0.006925960070733183,1.1606476795875624,-0.1839228381609285,2.398985587280361
4,2.352517461742255,-1.3783261914707137,-0.7298111649315367,0.7476353658440151,-2.551046452292545,1.793757471890728,3.1785537053895965,0.009752291442678302,1.1512047387872804,-0.09211528890780563,2.398985587280361
1,2.016501741905962,0.11955923505763925,-2.1892564076870427,1.1352656063161453,-2.3227878003115654,1.6118350370338217,2.485906150121084,0.007769737264360694,1.2675108251299236,-0.491022996469811,2.4169846333025418
2,2.1177002537969263,-0.491022996469811,-1.3394107752210402,0.7938970836600885,-2.0402208285265546,2.198557022569998,3.637901899349069,0.008126887211608256,1.1512047387872804,-0.6124892775424908,2.283606126396243
5,2.1531565795021166,-0.8393296907380268,-0.9113031903631159,0.5944312076207876,-2.5257286443082556,1.793757471890728,2.485906150121084,0.007134488900599495,1.2125360349864238,-0.353821874956326,2.4606139572189556
0,2.1177002537969263,0.031498667059371016,-3.4420193761824103,1.2272986296294326,-2.3434070875143007,1.793757471890728,2.398985587280361,0.010860807332745907,1.2504746379773557,-0.6891551592904078,2.398985587280361
3,2.5024190748726314,-1.0441241033840398,-0.6694306539426292,0.8804562788649389,-2.551046452292545,2.303784373569528,3.045093703091715,0.011928570865273812,1.1416717781285568,0.17563256864315796,2.220506981958439
3,2.0809404178035718,-0.4588658848352796,-1.0729445419195318,0.9976863700781492,-2.302585092994046,2.7733384411303272,3.611242184386784,0.009157937784765504,1.200567011191103,-0.5242486440981314,2.3713646083888715
1,1.9332590315017544,0.09712671073072282,-2.631089159966082,0.7476353658440151,-2.617295837833746,2.485906150121084,3.4343742263567125,0.006776984279023669,1.2590290100740142,-0.816445396904439,2.434665433351254
4,2.176114428940097,-1.1332037334377287,-0.8867319296326106,1.0338959739484184,-2.111964733385396,1.947622967058988,2.7733384411303272,0.008107048893897038,1.200567011191103,-0.2206466711156225,2.469115963881676
3,1.9757463053410709,-0.4588658848352796,-3.816712825623821,0.8381129508101309,-2.563949857128453,2.0809404178035718,3.828902232033764,0.005305898790181393,1.2035727243045962,-0.6500876910994983,2.469115963881676
3,2.477546295381708,-0.9113031903631159,-0.353821874956326,1.0338959739484184,-2.234926444520231,2.833918977391387,3.5556908598701917,0.011335509663745458,1.1352656063161453,-0.4748151862429576,2.3806566284142012
0,2.4520390461623833,-0.5242486440981314,-0.3974969384589874,0.7938970836600885,-2.4534079827286295,2.303784373569528,3.8504028882706076,0.012718772407774612,1.1823405041988222,-0.5412848312506993,2.198557022569998
4,2.1177002537969263,-1.0729445419195318,-0.8393296907380268,0.8381129508101309,-2.501036031717884,2.198557022569998,2.9963320936259588,0.006240487589454281,1.2214197179296566,-0.24590053843682594,2.542546429234415
4,2.187398683184928,-1.231001476713855,-0.7721903879003982,0.5376622777195503,-2.5383074265151158,1.947622967058988,2.485906150121084,0.00552471064269988,1.1823405041988222,-0.5762534290884459,2.5105743965365783
2,1.7249071622402143,-0.6694306539426292,-2.282782465697866,0.8381129508101309,-2.796881414808826,2.833918977391387,4.595241054910207,0.005683816468297709,1.2925329813054163,-0.44316697529217586,2.565872008611105
5,1.6118350370338217,-0.8393296907380268,-1.3783261914707137,0.6991292522374928,-2.631089159966082,2.945070358751763,3.912262976632753,0.0036931718376176067,1.3169442829850975,-0.28501895503229724,2.6399141053352406
3,2.105596499156687,-0.6500876910994983,-1.3783261914707137,0.6991292522374928,-2.396895772465287,2.7733384411303272,4.454486821403142,0.009593831671320942,1.2095571826198366,-0.4277107170554841,2.2525541593884806
2,1.9757463053410709,-0.491022996469811,-2.9565115604007097,0.9210792486059522,-2.430418464503931,2.8910382024393253,4.477473168817895,0.009405628074095718,1.2646915393606417,-0.5762534290884459,2.2525541593884806
5,2.003100308423113,-0.9888614247089905,-1.1647520911726548,0.5944312076207876,-2.4534079827286295,2.833918977391387,3.1785537053895965,0.006170920643663582,1.1792701916855641,-0.3396773675701613,2.434665433351254
5,2.003100308423113,-0.9888614247089905,-1.1647520911726548,0.5944312076207876,-2.4534079827286295,2.833918977391387,3.1785537053895965,0.006170920643663582,1.1792701916855641,-0.3396773675701613,2.434665433351254
2,2.016501741905962,-0.5242486440981314,-1.8838747581358606,0.7938970836600885,-2.419118909249997,3.2962812117125955,4.094544542224767,0.008265744417032593,1.1914952828148233,-0.507497833673316,2.283606126396243
0,2.029725949433903,0.4649910874221913,-4.422848629194137,0.7476353658440151,-1.9038089730366785,1.6118350370338217,2.198557022569998,0.006737253652665079,1.2561856757728702,-0.8867319296326106,2.3898631011011062
4,1.9757463053410709,-0.9888614247089905,-0.7507762933965816,0.7476353658440151,-2.4534079827286295,3.1785537053895965,3.7844623240076665,0.007313193294224588,1.2272986296294326,-0.14850000831844395,2.398985587280361
3,1.9757463053410709,-0.6311117896404926,-2.501036031717884,0.3450071390710503,-2.4534079827286295,1.6118350370338217,2.9963320936259588,0.009257021262676628,1.2035727243045962,-0.19601488392595706,2.2630123178742223
1,1.7249071622402143,-0.4588658848352796,-3.170085660698769,0.4134332777573413,-2.385966701933097,1.793757471890728,2.565872008611105,0.006955752566005803,1.300736472758244,-0.4588658848352796,2.3137228374045016
0,2.1177002537969263,0.031498667059371016,-3.4420193761824103,1.2272986296294326,-2.3434070875143007,1.793757471890728,2.398985587280361,0.010860807332745907,1.2504746379773557,-0.6891551592904078,2.398985587280361
4,2.1177002537969263,-1.1332037334377287,-0.9113031903631159,0.8804562788649389,-2.4079456086518722,2.833918977391387,3.7614791465282797,0.006419351802183406,1.200567011191103,-0.24590053843682594,2.526688183802955
3,2.176114428940097,-0.4748151862429576,-1.5994875815809322,1.389289870099689,-2.24431618487007,3.4015973016834824,4.234280402519618,0.009821609697668517,1.173101140658849,-0.6694306539426292,2.303784373569528
4,1.947622967058988,-0.8867319296326106,-1.1026203100656484,1.284261635554739,-2.617295837833746,2.198557022569998,3.367709537501166,0.0061411047567629965,1.1914952828148233,-0.6891551592904078,2.425864109154217
4,2.352517461742255,-0.8393296907380268,-0.3974969384589874,1.0858647158456072,-2.055725015062521,2.485906150121084,3.367709537501166,0.008959741371471801,1.1792701916855641,-0.2718087232954908,2.4606139572189556
4,1.9757463053410709,-0.9888614247089905,-0.7507762933965816,0.7476353658440151,-2.4534079827286295,3.1785537053895965,3.7844623240076665,0.007313193294224588,1.2272986296294326,-0.14850000831844395,2.398985587280361
4,1.8888861799587777,-0.16016875215282134,-3.170085660698769,0.8381129508101309,-2.645075401940822,3.4661108325048,3.8714509796630985,0.007174203748000233,1.2618642827417137,-0.5586162876023391,2.5105743965365783
4,2.1296592578404536,-1.3394107752210402,-0.9113031903631159,0.6991292522374928,-2.937463365430017,1.389289870099689,2.303784373569528,0.0058428969832585945,1.188452992667899,-0.32573014008931084,2.526688183802955
3,2.105596499156687,0.011928570865273812,-2.282782465697866,0.8381129508101309,-2.563949857128453,1.947622967058988,3.611242184386784,0.008811068278549961,1.2035727243045962,-0.5762534290884459,2.198557022569998
5,2.3713646083888715,-1.016111067156366,-0.6124892775424908,0.9601162114141847,-2.501036031717884,1.6118350370338217,2.7733384411303272,0.009157937784765504,1.1512047387872804,-0.4124897230451288,2.398985587280361
5,2.5346487416828145,-1.1332037334377287,-0.3119747650208255,0.7938970836600885,-2.4769384801388235,1.793757471890728,3.367709537501166,0.01064316009847976,1.0619483042965183,-0.1839228381609285,2.283606126396243
0,2.342958987132319,-0.7940730991499059,-0.8393296907380268,0.4134332777573413,-1.851509473633829,3.526713403523546,3.8714509796630985,0.01026711235577747,1.2214197179296566,-0.13696585507315742,2.293746144326841
2,2.0933444468488274,-0.3051673867928005,-1.4610179073158271,0.7938970836600885,-2.4769384801388235,2.398985587280361,3.7138647068078448,0.008662373078652587,1.215506040139609,-0.5762534290884459,2.209592226144881
3,2.003100308423113,-0.22690060019192196,-1.5994875815809322,1.6509636592625987,-2.24431618487007,2.945070358751763,4.5850899201539,0.009088573508330946,1.1543623037726016,-0.6311117896404926,2.2630123178742223
1,1.8736466287002391,-0.38272562113867487,-4.422848629194137,1.4614018336066958,-2.6736487743848776,2.398985587280361,2.9963320936259588,0.0068564407964863934,1.2418464567540175,-0.5586162876023391,2.469115963881676
2,2.398985587280361,-1.3019532126861397,-0.3681693233644674,0.9407882034745424,-2.333044300478754,2.303784373569528,3.2193557097050514,0.008959741371471801,1.1606476795875624,-0.4748151862429576,2.469115963881676
4,2.1177002537969263,-1.1332037334377287,-0.9113031903631159,0.8804562788649389,-2.4079456086518722,2.833918977391387,3.7614791465282797,0.006419351802183406,1.200567011191103,-0.24590053843682594,2.526688183802955
0,1.9186857628004417,-0.1899505839584458,-4.422848629194137,0.1922718876471227,-1.2765434971607714,2.7733384411303272,3.367709537501166,0.006687588149816602,1.2035727243045962,-0.6500876910994983,2.283606126396243
1,2.4520390461623833,-0.7298111649315367,-0.7940730991499059,0.4774756440844366,-1.8388510767619055,3.5838522162462305,3.9320608991646533,0.010306702988638948,1.2214197179296566,-0.13696585507315742,2.293746144326841
2,1.6509636592625987,-1.1026203100656484,-1.3394107752210402,0.5944312076207876,-2.162823150618887,2.565872008611105,3.912262976632753,0.00767050630421974,1.2214197179296566,-0.5762534290884459,2.220506981958439
5,2.3333082656368864,-1.1026203100656484,-0.7721903879003982,1.8581712347473065,-2.4651040224918206,1.6118350370338217,2.565872008611105,0.009554212804811711,1.1761904233134843,-0.1839228381609285,2.5346487416828145
2,2.303784373569528,-0.353821874956326,-2.1037342342488805,0.3450071390710503,-2.3434070875143007,2.0809404178035718,3.1785537053895965,0.0077498918600594135,1.0619483042965183,-0.7298111649315367,2.2733622343171422
5,2.209592226144881,-0.8867319296326106,-0.6694306539426292,0.5944312076207876,-2.4889146711855394,1.947622967058988,2.7733384411303272,0.0065981840282269034,1.1700022847547826,-0.353821874956326,2.526688183802955
2,1.9332590315017544,-0.25231492861448956,-3.4420193761824103,0.8381129508101309,-2.5902671654458267,3.5556908598701917,4.143325184443722,0.009455158770755197,1.27592130363852,-0.23319388716771114,2.293746144326841
5,2.1531565795021166,-0.8393296907380268,-0.9113031903631159,0.5944312076207876,-2.5257286443082556,1.793757471890728,2.485906150121084,0.007134488900599495,1.2125360349864238,-0.353821874956326,2.4606139572189556
1,1.8888861799587777,-0.4748151862429576,-4.422848629194137,0.4774756440844366,-2.513306124309698,1.389289870099689,2.0809404178035718,0.00594230945562923,1.206569430173202,-0.9623346703755619,2.342958987132319
1,2.141476932599289,-0.8867319296326106,-0.8867319296326106,1.842452583543573,-2.7806208939370456,1.1026043099376472,2.303784373569528,0.007630811162899785,1.1914952828148233,-0.5586162876023391,2.485906150121084
1,1.9332590315017544,-0.709276562489829,-1.5511690043101245,0.6481498146292095,-2.3644604967121343,2.198557022569998,3.136015819001047,0.007819349052131526,1.22436349397367,-0.816445396904439,2.2040898462449467
4,2.0933444468488274,-1.1973282616072674,-0.9888614247089905,0.7938970836600885,-2.8134107167600364,3.5556908598701917,3.9705183030184323,0.006975613736425138,1.188452992667899,0.02176149178151271,2.518663746586134
2,2.187398683184928,-0.709276562489829,-1.3783261914707137,1.0515206811342592,-2.24431618487007,3.5556908598701917,4.663552295251746,0.010148331051815136,1.1352656063161453,-0.6124892775424908,2.220506981958439
5,1.6118350370338217,-0.8393296907380268,-1.3783261914707137,0.6991292522374928,-2.631089159966082,2.945070358751763,3.912262976632753,0.0036931718376176067,1.3169442829850975,-0.28501895503229724,2.6399141053352406
0,1.9895168341518488,-0.008032171697264267,-2.7806208939370456,0.7476353658440151,-2.617295837833746,2.9963320936259588,3.8920651660872,0.009009294157587446,1.200567011191103,-0.5762534290884459,2.2733622343171422
3,2.209592226144881,-0.25877072895736086,-0.3681693233644674,0.5376622777195503,-0.8533159327127666,2.8910382024393253,4.159070565783744,0.00848390964831003,1.0688401303344395,0.2941610385494901,2.209592226144881
4,1.9895168341518488,-0.709276562489829,-1.1026203100656484,0.7476353658440151,-2.6036901857779675,3.4343742263567125,3.989206244098796,0.009237205352481775,1.1975522365230131,-0.4124897230451288,2.303784373569528
2,2.003100308423113,-0.3396773675701613,-4.422848629194137,0.6481498146292095,-2.430418464503931,2.398985587280361,3.526713403523546,0.009752291442678302,1.2590290100740142,-0.5586162876023391,2.2419854708651163
2,2.1177002537969263,-0.4668087383492164,-1.4610179073158271,0.9601162114141847,-2.312635428847547,1.793757471890728,2.945070358751763,0.010148331051815136,1.1854014187405006,-0.4748151862429576,2.231303890989082
1,1.9895168341518488,-0.5762534290884459,-3.170085660698769,0.4774756440844366,-2.4769384801388235,2.833918977391387,3.737955291760529,0.007571265496318126,1.2184672504763885,-0.709276562489829,2.198557022569998
4,2.187398683184928,-0.709276562489829,-0.6124892775424908,1.389289870099689,-2.1803674602697973,1.1026043099376472,2.303784373569528,0.00782927111433308,1.1700022847547826,-0.507497833673316,2.494196696695093
1,2.029725949433903,-0.3681693233644674,-3.4420193761824103,0.27155269052189734,-2.4769384801388235,2.198557022569998,2.9963320936259588,0.008464078412129364,1.157509929915595,0.08801087732271337,2.220506981958439
1,2.141476932599289,-0.8867319296326106,-0.8867319296326106,1.842452583543573,-2.7806208939370456,1.1026043099376472,2.303784373569528,0.007630811162899785,1.1914952828148233,-0.5586162876023391,2.485906150121084
5,2.209592226144881,-0.8867319296326106,-0.6694306539426292,0.5944312076207876,-2.4889146711855394,1.947622967058988,2.7733384411303272,0.0065981840282269034,1.1700022847547826,-0.353821874956326,2.526688183802955
4,2.550382231746912,-1.1647520911726548,-0.28501895503229724,0.9601162114141847,-2.234926444520231,2.198557022569998,3.332632989793271,0.011335509663745458,1.1668937960845154,-0.24590053843682594,2.3806566284142012
0,1.9617834982116034,-0.11991029667255755,-2.7806208939370456,1.7425692250372833,-2.3644604967121343,1.1026043099376472,2.6399141053352406,0.01002953563717831,1.2272986296294326,-0.6311117896404926,2.3235634993792376
4,2.485906150121084,-0.6694306539426292,-0.507497833673316,0.3450071390710503,-2.4651040224918206,3.136015819001047,3.737955291760529,0.009950330853168092,1.075684784024405,-0.3681693233644674,2.352517461742255
1,1.8888861799587777,-0.4748151862429576,-4.422848629194137,0.4774756440844366,-2.513306124309698,1.389289870099689,2.0809404178035718,0.00594230945562923,1.206569430173202,-0.9623346703755619,2.342958987132319
0,2.4520390461623833,-0.5242486440981314,-0.3974969384589874,0.7938970836600885,-2.4534079827286295,2.303784373569528,3.8504028882706076,0.012718772407774612,1.1823405041988222,-0.5412848312506993,2.198557022569998
2,2.2630123178742223,-0.3681693233644674,-1.3783261914707137,0.7938970836600885,-2.312635428847547,1.6118350370338217,3.332632989793271,0.010742096531902029,1.1480371719956328,-0.491022996469811,2.3235634993792376
1,1.8736466287002391,-0.11428914640212766,-3.170085660698769,1.7249071622402143,-2.396895772465287,3.136015819001047,3.8504028882706076,0.007690353284006152,1.2787091504399533,-0.6694306539426292,2.4169846333025418
0,2.003100308423113,0.17981842657583616,-4.422848629194137,1.4497385336764252,-2.2164073967529943,1.6118350370338217,2.6399141053352406,0.008563230660487814,1.2925329813054163,-0.5942072327050416,2.3713646083888715
2,2.3806566284142012,-0.7721903879003982,-1.0729445419195318,0.9210792486059522,-2.198225077669803,2.9963320936259588,3.637901899349069,0.010128532796040693,1.1792701916855641,-0.32573014008931084,2.3806566284142012
2,2.293746144326841,-1.016111067156366,-0.8627499649461253,0.8381129508101309,-2.353878387381596,2.398985587280361,4.111070566137687,0.010148331051815136,1.1700022847547826,-0.6694306539426292,2.2525541593884806
5,2.0556610130144324,-0.5412848312506993,-2.282782465697866,0.8381129508101309,-2.563949857128453,3.526713403523546,3.8069291208877507,0.006151043484506605,1.2447307967981038,-0.28501895503229724,2.542546429234415
2,1.9186857628004417,-0.3681693233644674,-1.5050778971098575,0.7476353658440151,-2.501036031717884,2.198557022569998,3.136015819001047,0.007432311817295873,1.2214197179296566,-0.491022996469811,2.3333082656368864
4,2.187398683184928,-1.016111067156366,-0.8867319296326106,1.284261635554739,-2.1037342342488805,2.485906150121084,3.1785537053895965,0.007462089231129657,1.1761904233134843,-0.3396773675701613,2.485906150121084
4,2.1177002537969263,-1.1332037334377287,-0.9113031903631159,0.8804562788649389,-2.4079456086518722,2.833918977391387,3.7614791465282797,0.006419351802183406,1.200567011191103,-0.24590053843682594,2.526688183802955
3,2.209592226144881,-1.231001476713855,-0.7507762933965816,2.198557022569998,-2.071473372030659,1.1026043099376472,2.198557022569998,0.01094983118625158,1.1606476795875624,-0.491022996469811,2.3898631011011062
4,2.176114428940097,-1.1332037334377287,-0.8867319296326106,1.0338959739484184,-2.111964733385396,1.947622967058988,2.7733384411303272,0.008107048893897038,1.200567011191103,-0.2206466711156225,2.469115963881676
